# wl (nm), spectrum (a.u.), gdd (fs^2),phase
9.891347764806102306e-07, 5.929133068775370441e-03, -4.195558640907736445e-26, -5.162672363910137392e+02
9.881573705749969518e-07, 5.994993861452078618e-03, 2.658387013772111022e-26, -5.174105186737854183e+02
9.871818943947648048e-07, 5.844143907687556622e-03, -2.971117203779783774e-27, -5.161942866224795807e+02
9.862083422306675680e-07, 5.996431633556071304e-03, -1.767807361777316214e-26, -5.135434606386849055e+02
9.852367083959574852e-07, 5.952943405366260127e-03, -1.703546936261480287e-27, -5.130058198235271902e+02
9.842669872262764221e-07, 5.909274772383264068e-03, 1.570430096651989909e-26, -5.119240520658610194e+02
9.832991730795446935e-07, 5.977217658899040310e-03, 8.402439105155851634e-27, -5.113592080956052541e+02
9.823332603358515837e-07, 5.801896178273055135e-03, 3.874671603914864369e-27, -5.109169886522150250e+02
9.813692433973473503e-07, 5.890400013492964187e-03, -2.610701635344046197e-27, -5.085055522387932569e+02
9.804071166881341683e-07, 5.798513622339684058e-03, -5.365943247303115989e-27, -5.094013441813239638e+02
9.794468746541596162e-07, 5.884304299956835335e-03, -1.052340801635854232e-26, -5.074330464338918318e+02
9.784885117631084671e-07, 5.945043161184473436e-03, 5.409140029937756214e-27, -5.097398923521211032e+02
9.775320225042980803e-07, 6.004610416129390997e-03, 2.070640182470054228e-26, -5.087307962038011055e+02
9.765774013885712517e-07, 5.936724671509626544e-03, -8.487284506296131999e-27, -5.062828486636267371e+02
9.756246429481920287e-07, 5.979361370053224052e-03, -1.244759219272264874e-26, -5.076427900895353105e+02
9.746737417367415250e-07, 5.892096867076849868e-03, 8.516624540243753425e-27, -5.049543796357972383e+02
9.737246923290135240e-07, 6.031673081060414006e-03, 6.175345236187015552e-27, -5.077330315240950540e+02
9.727774893209113524e-07, 5.864119058187609347e-03, -2.415823401716038287e-26, -5.093480389995462474e+02
9.718321273293458129e-07, 5.972246582512924680e-03, 2.594551267261837079e-26, -5.082472074103769728e+02
9.708886009921329048e-07, 5.837294878091162965e-03, 6.165138603142570500e-27, -5.097569607233115789e+02
9.699469049678921799e-07, 5.986215078374709092e-03, -1.632614631522694110e-26, -5.109151549329063187e+02
9.690070339359467931e-07, 5.810758859661235495e-03, 1.082523835051310495e-26, -5.087493689149293346e+02
9.680689825962216464e-07, 6.084463213993082827e-03, -2.777386094792826262e-26, -5.077793694927634647e+02
